"ZL00YDate","ZL00YClose","ZL00Y_hpft","ZL00Y_hpfc"
2011-12-14,48.45,52.0597218553194,-3.60972185531939
2011-12-15,49.04,52.0529179130862,-3.01291791308624
2011-12-16,49.41,52.0470685930482,-2.63706859304821
2011-12-19,49.22,52.0421598945271,-2.82215989452715
2011-12-20,49.48,52.0381767267882,-2.55817672678816
2011-12-21,49.38,52.0351028325281,-2.65510283252808
2011-12-22,50.44,52.0329208969968,-1.59292089699685
2011-12-23,50.98,52.0316125079307,-1.05161250793069
2011-12-27,51.75,52.0311585946176,-0.281158594617631
2011-12-28,51.75,52.0315396516505,-0.281539651650509
2011-12-29,51.22,52.0327360574022,-0.812736057402215
